"lat","lon","numRecords","sppRichness","genRichness","subfamRichness"
65.5,-129.5,NA,NA,NA,NA
66.5,-129.5,NA,NA,NA,NA
67.5,-129.5,NA,NA,NA,NA
68.5,-129.5,NA,NA,NA,NA
69.5,-129.5,NA,NA,NA,NA
70.5,-129.5,NA,NA,NA,NA
71.5,-129.5,NA,NA,NA,NA
72.5,-129.5,NA,NA,NA,NA
73.5,-129.5,NA,NA,NA,NA
74.5,-129.5,NA,NA,NA,NA
75.5,-129.5,NA,NA,NA,NA
76.5,-129.5,NA,NA,NA,NA
77.5,-129.5,NA,NA,NA,NA
78.5,-129.5,NA,NA,NA,NA
79.5,-129.5,NA,NA,NA,NA
80.5,-129.5,NA,NA,NA,NA
81.5,-129.5,NA,NA,NA,NA
82.5,-129.5,NA,NA,NA,NA
83.5,-129.5,NA,NA,NA,NA
84.5,-129.5,NA,NA,NA,NA
85.5,-129.5,NA,NA,NA,NA
86.5,-129.5,NA,NA,NA,NA
87.5,-129.5,NA,NA,NA,NA
88.5,-129.5,NA,NA,NA,NA
89.5,-129.5,NA,NA,NA,NA
-89.5,-128.5,NA,NA,NA,NA
-88.5,-128.5,NA,NA,NA,NA
-87.5,-128.5,NA,NA,NA,NA
-86.5,-128.5,NA,NA,NA,NA
-85.5,-128.5,NA,NA,NA,NA
-84.5,-128.5,NA,NA,NA,NA
-83.5,-128.5,NA,NA,NA,NA
-82.5,-128.5,NA,NA,NA,NA
-81.5,-128.5,NA,NA,NA,NA
-80.5,-128.5,NA,NA,NA,NA
-79.5,-128.5,NA,NA,NA,NA
-78.5,-128.5,NA,NA,NA,NA
-77.5,-128.5,NA,NA,NA,NA
-76.5,-128.5,NA,NA,NA,NA
-75.5,-128.5,NA,NA,NA,NA
-74.5,-128.5,NA,NA,NA,NA
-73.5,-128.5,NA,NA,NA,NA
-72.5,-128.5,NA,NA,NA,NA
-71.5,-128.5,NA,NA,NA,NA
-70.5,-128.5,NA,NA,NA,NA
-69.5,-128.5,NA,NA,NA,NA
-68.5,-128.5,NA,NA,NA,NA
-67.5,-128.5,NA,NA,NA,NA
-66.5,-128.5,NA,NA,NA,NA
-65.5,-128.5,NA,NA,NA,NA
-64.5,-128.5,NA,NA,NA,NA
-63.5,-128.5,NA,NA,NA,NA
-62.5,-128.5,NA,NA,NA,NA
-61.5,-128.5,NA,NA,NA,NA
-60.5,-128.5,NA,NA,NA,NA
-59.5,-128.5,NA,NA,NA,NA
-58.5,-128.5,NA,NA,NA,NA
-57.5,-128.5,NA,NA,NA,NA
-56.5,-128.5,NA,NA,NA,NA
-55.5,-128.5,NA,NA,NA,NA
-54.5,-128.5,NA,NA,NA,NA
-53.5,-128.5,NA,NA,NA,NA
-52.5,-128.5,NA,NA,NA,NA
-51.5,-128.5,NA,NA,NA,NA
-50.5,-128.5,NA,NA,NA,NA
-49.5,-128.5,NA,NA,NA,NA
-48.5,-128.5,NA,NA,NA,NA
-47.5,-128.5,NA,NA,NA,NA
-46.5,-128.5,NA,NA,NA,NA
-45.5,-128.5,NA,NA,NA,NA
-44.5,-128.5,NA,NA,NA,NA
-43.5,-128.5,NA,NA,NA,NA
-42.5,-128.5,NA,NA,NA,NA
-41.5,-128.5,NA,NA,NA,NA
-40.5,-128.5,NA,NA,NA,NA
-39.5,-128.5,NA,NA,NA,NA
-38.5,-128.5,NA,NA,NA,NA
-37.5,-128.5,NA,NA,NA,NA
-36.5,-128.5,NA,NA,NA,NA
-35.5,-128.5,NA,NA,NA,NA
-34.5,-128.5,NA,NA,NA,NA
-33.5,-128.5,NA,NA,NA,NA
-32.5,-128.5,NA,NA,NA,NA
-31.5,-128.5,NA,NA,NA,NA
-30.5,-128.5,NA,NA,NA,NA
-29.5,-128.5,NA,NA,NA,NA
-28.5,-128.5,NA,NA,NA,NA
-27.5,-128.5,NA,NA,NA,NA
-26.5,-128.5,NA,NA,NA,NA
-25.5,-128.5,NA,NA,NA,NA
-24.5,-128.5,NA,NA,NA,NA
-23.5,-128.5,NA,NA,NA,NA
-22.5,-128.5,NA,NA,NA,NA
-21.5,-128.5,NA,NA,NA,NA
-20.5,-128.5,NA,NA,NA,NA
-19.5,-128.5,NA,NA,NA,NA
-18.5,-128.5,NA,NA,NA,NA
-17.5,-128.5,NA,NA,NA,NA
-16.5,-128.5,NA,NA,NA,NA
-15.5,-128.5,NA,NA,NA,NA
-14.5,-128.5,NA,NA,NA,NA
-13.5,-128.5,NA,NA,NA,NA
-12.5,-128.5,NA,NA,NA,NA
-11.5,-128.5,NA,NA,NA,NA
-10.5,-128.5,NA,NA,NA,NA
-9.5,-128.5,NA,NA,NA,NA
-8.5,-128.5,NA,NA,NA,NA
-7.5,-128.5,NA,NA,NA,NA
-6.5,-128.5,NA,NA,NA,NA
-5.5,-128.5,NA,NA,NA,NA
-4.5,-128.5,NA,NA,NA,NA
-3.5,-128.5,NA,NA,NA,NA
-2.5,-128.5,NA,NA,NA,NA
-1.5,-128.5,NA,NA,NA,NA
-0.5,-128.5,NA,NA,NA,NA
0.5,-128.5,NA,NA,NA,NA
1.5,-128.5,NA,NA,NA,NA
2.5,-128.5,NA,NA,NA,NA
3.5,-128.5,NA,NA,NA,NA
4.5,-128.5,NA,NA,NA,NA
5.5,-128.5,NA,NA,NA,NA
6.5,-128.5,NA,NA,NA,NA
7.5,-128.5,NA,NA,NA,NA
8.5,-128.5,NA,NA,NA,NA
9.5,-128.5,NA,NA,NA,NA
10.5,-128.5,NA,NA,NA,NA
11.5,-128.5,NA,NA,NA,NA
12.5,-128.5,NA,NA,NA,NA
13.5,-128.5,NA,NA,NA,NA
14.5,-128.5,NA,NA,NA,NA
15.5,-128.5,NA,NA,NA,NA
16.5,-128.5,NA,NA,NA,NA
17.5,-128.5,NA,NA,NA,NA
18.5,-128.5,NA,NA,NA,NA
19.5,-128.5,NA,NA,NA,NA
20.5,-128.5,NA,NA,NA,NA
21.5,-128.5,NA,NA,NA,NA
22.5,-128.5,NA,NA,NA,NA
23.5,-128.5,NA,NA,NA,NA
24.5,-128.5,NA,NA,NA,NA
25.5,-128.5,NA,NA,NA,NA
26.5,-128.5,NA,NA,NA,NA
27.5,-128.5,NA,NA,NA,NA
28.5,-128.5,NA,NA,NA,NA
29.5,-128.5,NA,NA,NA,NA
30.5,-128.5,NA,NA,NA,NA
31.5,-128.5,NA,NA,NA,NA
32.5,-128.5,NA,NA,NA,NA
33.5,-128.5,NA,NA,NA,NA
34.5,-128.5,NA,NA,NA,NA
35.5,-128.5,NA,NA,NA,NA
36.5,-128.5,NA,NA,NA,NA
37.5,-128.5,NA,NA,NA,NA
38.5,-128.5,NA,NA,NA,NA
39.5,-128.5,NA,NA,NA,NA
40.5,-128.5,NA,NA,NA,NA
41.5,-128.5,NA,NA,NA,NA
42.5,-128.5,NA,NA,NA,NA
43.5,-128.5,NA,NA,NA,NA
44.5,-128.5,NA,NA,NA,NA
45.5,-128.5,NA,NA,NA,NA
46.5,-128.5,NA,NA,NA,NA
47.5,-128.5,NA,NA,NA,NA
48.5,-128.5,NA,NA,NA,NA
49.5,-128.5,NA,NA,NA,NA
50.5,-128.5,NA,NA,NA,NA
51.5,-128.5,NA,NA,NA,NA
52.5,-128.5,NA,NA,NA,NA
53.5,-128.5,NA,NA,NA,NA
54.5,-128.5,NA,NA,NA,NA
55.5,-128.5,NA,NA,NA,NA
56.5,-128.5,NA,NA,NA,NA
57.5,-128.5,NA,NA,NA,NA
58.5,-128.5,NA,NA,NA,NA
59.5,-128.5,NA,NA,NA,NA
60.5,-128.5,NA,NA,NA,NA
61.5,-128.5,NA,NA,NA,NA
62.5,-128.5,NA,NA,NA,NA
63.5,-128.5,NA,NA,NA,NA
64.5,-128.5,NA,NA,NA,NA
65.5,-128.5,NA,NA,NA,NA
66.5,-128.5,NA,NA,NA,NA
67.5,-128.5,NA,NA,NA,NA
68.5,-128.5,NA,NA,NA,NA
69.5,-128.5,NA,NA,NA,NA
70.5,-128.5,NA,NA,NA,NA
71.5,-128.5,NA,NA,NA,NA
72.5,-128.5,NA,NA,NA,NA
73.5,-128.5,NA,NA,NA,NA
74.5,-128.5,NA,NA,NA,NA
75.5,-128.5,NA,NA,NA,NA
76.5,-128.5,NA,NA,NA,NA
77.5,-128.5,NA,NA,NA,NA
78.5,-128.5,NA,NA,NA,NA
79.5,-128.5,NA,NA,NA,NA
80.5,-128.5,NA,NA,NA,NA
81.5,-128.5,NA,NA,NA,NA
82.5,-128.5,NA,NA,NA,NA
83.5,-128.5,NA,NA,NA,NA
84.5,-128.5,NA,NA,NA,NA
85.5,-128.5,NA,NA,NA,NA
86.5,-128.5,NA,NA,NA,NA
87.5,-128.5,NA,NA,NA,NA
88.5,-128.5,NA,NA,NA,NA
89.5,-128.5,NA,NA,NA,NA
-89.5,-127.5,NA,NA,NA,NA
-88.5,-127.5,NA,NA,NA,NA
-87.5,-127.5,NA,NA,NA,NA
-86.5,-127.5,NA,NA,NA,NA
-85.5,-127.5,NA,NA,NA,NA
-84.5,-127.5,NA,NA,NA,NA
-83.5,-127.5,NA,NA,NA,NA
-82.5,-127.5,NA,NA,NA,NA
-81.5,-127.5,NA,NA,NA,NA
-80.5,-127.5,NA,NA,NA,NA
-79.5,-127.5,NA,NA,NA,NA
-78.5,-127.5,NA,NA,NA,NA
-77.5,-127.5,NA,NA,NA,NA
-76.5,-127.5,NA,NA,NA,NA
-75.5,-127.5,NA,NA,NA,NA
-74.5,-127.5,NA,NA,NA,NA
-73.5,-127.5,NA,NA,NA,NA
-72.5,-127.5,NA,NA,NA,NA
-71.5,-127.5,NA,NA,NA,NA
-70.5,-127.5,NA,NA,NA,NA
-69.5,-127.5,NA,NA,NA,NA
-68.5,-127.5,NA,NA,NA,NA
-67.5,-127.5,NA,NA,NA,NA
-66.5,-127.5,NA,NA,NA,NA
-65.5,-127.5,NA,NA,NA,NA
-64.5,-127.5,NA,NA,NA,NA
-63.5,-127.5,NA,NA,NA,NA
-62.5,-127.5,NA,NA,NA,NA
-61.5,-127.5,NA,NA,NA,NA
-60.5,-127.5,NA,NA,NA,NA
-59.5,-127.5,NA,NA,NA,NA
-58.5,-127.5,NA,NA,NA,NA
-57.5,-127.5,NA,NA,NA,NA
-56.5,-127.5,NA,NA,NA,NA
-55.5,-127.5,NA,NA,NA,NA
-54.5,-127.5,NA,NA,NA,NA
-53.5,-127.5,NA,NA,NA,NA
-52.5,-127.5,NA,NA,NA,NA
-51.5,-127.5,NA,NA,NA,NA
-50.5,-127.5,NA,NA,NA,NA
-49.5,-127.5,NA,NA,NA,NA
-48.5,-127.5,NA,NA,NA,NA
-47.5,-127.5,NA,NA,NA,NA
-46.5,-127.5,NA,NA,NA,NA
-45.5,-127.5,NA,NA,NA,NA
-44.5,-127.5,NA,NA,NA,NA
-43.5,-127.5,NA,NA,NA,NA
-42.5,-127.5,NA,NA,NA,NA
-41.5,-127.5,NA,NA,NA,NA
-40.5,-127.5,NA,NA,NA,NA
-39.5,-127.5,NA,NA,NA,NA
-38.5,-127.5,NA,NA,NA,NA
-37.5,-127.5,NA,NA,NA,NA
-36.5,-127.5,NA,NA,NA,NA
-35.5,-127.5,NA,NA,NA,NA
-34.5,-127.5,NA,NA,NA,NA
-33.5,-127.5,NA,NA,NA,NA
-32.5,-127.5,NA,NA,NA,NA
-31.5,-127.5,NA,NA,NA,NA
-30.5,-127.5,NA,NA,NA,NA
-29.5,-127.5,NA,NA,NA,NA
-28.5,-127.5,NA,NA,NA,NA
-27.5,-127.5,NA,NA,NA,NA
-26.5,-127.5,NA,NA,NA,NA
-25.5,-127.5,NA,NA,NA,NA
-24.5,-127.5,NA,NA,NA,NA
-23.5,-127.5,NA,NA,NA,NA
-22.5,-127.5,NA,NA,NA,NA
-21.5,-127.5,NA,NA,NA,NA
-20.5,-127.5,NA,NA,NA,NA
-19.5,-127.5,NA,NA,NA,NA
-18.5,-127.5,NA,NA,NA,NA
-17.5,-127.5,NA,NA,NA,NA
-16.5,-127.5,NA,NA,NA,NA
-15.5,-127.5,NA,NA,NA,NA
-14.5,-127.5,NA,NA,NA,NA
-13.5,-127.5,NA,NA,NA,NA
-12.5,-127.5,NA,NA,NA,NA
-11.5,-127.5,NA,NA,NA,NA
-10.5,-127.5,NA,NA,NA,NA
-9.5,-127.5,NA,NA,NA,NA
-8.5,-127.5,NA,NA,NA,NA
-7.5,-127.5,NA,NA,NA,NA
-6.5,-127.5,NA,NA,NA,NA
-5.5,-127.5,NA,NA,NA,NA
-4.5,-127.5,NA,NA,NA,NA
-3.5,-127.5,NA,NA,NA,NA
-2.5,-127.5,NA,NA,NA,NA
-1.5,-127.5,NA,NA,NA,NA
-0.5,-127.5,NA,NA,NA,NA
0.5,-127.5,NA,NA,NA,NA
1.5,-127.5,NA,NA,NA,NA
2.5,-127.5,NA,NA,NA,NA
3.5,-127.5,NA,NA,NA,NA
4.5,-127.5,NA,NA,NA,NA
5.5,-127.5,NA,NA,NA,NA
6.5,-127.5,NA,NA,NA,NA
7.5,-127.5,NA,NA,NA,NA
8.5,-127.5,NA,NA,NA,NA
9.5,-127.5,NA,NA,NA,NA
10.5,-127.5,NA,NA,NA,NA
11.5,-127.5,NA,NA,NA,NA
12.5,-127.5,NA,NA,NA,NA
13.5,-127.5,NA,NA,NA,NA
14.5,-127.5,NA,NA,NA,NA
15.5,-127.5,NA,NA,NA,NA
16.5,-127.5,NA,NA,NA,NA
17.5,-127.5,NA,NA,NA,NA
18.5,-127.5,NA,NA,NA,NA
19.5,-127.5,NA,NA,NA,NA
20.5,-127.5,NA,NA,NA,NA
21.5,-127.5,NA,NA,NA,NA
22.5,-127.5,NA,NA,NA,NA
23.5,-127.5,NA,NA,NA,NA
24.5,-127.5,NA,NA,NA,NA
25.5,-127.5,NA,NA,NA,NA
26.5,-127.5,NA,NA,NA,NA
27.5,-127.5,NA,NA,NA,NA
28.5,-127.5,NA,NA,NA,NA
29.5,-127.5,NA,NA,NA,NA
30.5,-127.5,NA,NA,NA,NA
31.5,-127.5,NA,NA,NA,NA
32.5,-127.5,NA,NA,NA,NA
33.5,-127.5,NA,NA,NA,NA
34.5,-127.5,NA,NA,NA,NA
35.5,-127.5,NA,NA,NA,NA
36.5,-127.5,NA,NA,NA,NA
37.5,-127.5,NA,NA,NA,NA
38.5,-127.5,NA,NA,NA,NA
39.5,-127.5,NA,NA,NA,NA
40.5,-127.5,NA,NA,NA,NA
41.5,-127.5,NA,NA,NA,NA
42.5,-127.5,NA,NA,NA,NA
43.5,-127.5,NA,NA,NA,NA
44.5,-127.5,NA,NA,NA,NA
45.5,-127.5,NA,NA,NA,NA
46.5,-127.5,NA,NA,NA,NA
47.5,-127.5,NA,NA,NA,NA
48.5,-127.5,NA,NA,NA,NA
49.5,-127.5,NA,NA,NA,NA
50.5,-127.5,NA,NA,NA,NA
51.5,-127.5,NA,NA,NA,NA
52.5,-127.5,NA,NA,NA,NA
53.5,-127.5,NA,NA,NA,NA
54.5,-127.5,NA,NA,NA,NA
55.5,-127.5,NA,NA,NA,NA
56.5,-127.5,NA,NA,NA,NA
57.5,-127.5,NA,NA,NA,NA
58.5,-127.5,NA,NA,NA,NA
59.5,-127.5,NA,NA,NA,NA
60.5,-127.5,NA,NA,NA,NA
61.5,-127.5,NA,NA,NA,NA
62.5,-127.5,NA,NA,NA,NA
63.5,-127.5,NA,NA,NA,NA
64.5,-127.5,NA,NA,NA,NA
65.5,-127.5,NA,NA,NA,NA
66.5,-127.5,NA,NA,NA,NA
67.5,-127.5,NA,NA,NA,NA
68.5,-127.5,NA,NA,NA,NA
69.5,-127.5,NA,NA,NA,NA
70.5,-127.5,NA,NA,NA,NA
71.5,-127.5,NA,NA,NA,NA
72.5,-127.5,NA,NA,NA,NA
73.5,-127.5,NA,NA,NA,NA
74.5,-127.5,NA,NA,NA,NA
75.5,-127.5,NA,NA,NA,NA
76.5,-127.5,NA,NA,NA,NA
77.5,-127.5,NA,NA,NA,NA
78.5,-127.5,NA,NA,NA,NA
79.5,-127.5,NA,NA,NA,NA
80.5,-127.5,NA,NA,NA,NA
81.5,-127.5,NA,NA,NA,NA
82.5,-127.5,NA,NA,NA,NA
83.5,-127.5,NA,NA,NA,NA
84.5,-127.5,NA,NA,NA,NA
85.5,-127.5,NA,NA,NA,NA
86.5,-127.5,NA,NA,NA,NA
87.5,-127.5,NA,NA,NA,NA
88.5,-127.5,NA,NA,NA,NA
89.5,-127.5,NA,NA,NA,NA
-89.5,-126.5,NA,NA,NA,NA
-88.5,-126.5,NA,NA,NA,NA
-87.5,-126.5,NA,NA,NA,NA
-86.5,-126.5,NA,NA,NA,NA
-85.5,-126.5,NA,NA,NA,NA
-84.5,-126.5,NA,NA,NA,NA
-83.5,-126.5,NA,NA,NA,NA
-82.5,-126.5,NA,NA,NA,NA
-81.5,-126.5,NA,NA,NA,NA
-80.5,-126.5,NA,NA,NA,NA
-79.5,-126.5,NA,NA,NA,NA
-78.5,-126.5,NA,NA,NA,NA
-77.5,-126.5,NA,NA,NA,NA
-76.5,-126.5,NA,NA,NA,NA
-75.5,-126.5,NA,NA,NA,NA
-74.5,-126.5,NA,NA,NA,NA
-73.5,-126.5,NA,NA,NA,NA
-72.5,-126.5,NA,NA,NA,NA
-71.5,-126.5,NA,NA,NA,NA
-70.5,-126.5,NA,NA,NA,NA
-69.5,-126.5,NA,NA,NA,NA
-68.5,-126.5,NA,NA,NA,NA
-67.5,-126.5,NA,NA,NA,NA
-66.5,-126.5,NA,NA,NA,NA
-65.5,-126.5,NA,NA,NA,NA
-64.5,-126.5,NA,NA,NA,NA
-63.5,-126.5,NA,NA,NA,NA
-62.5,-126.5,NA,NA,NA,NA
-61.5,-126.5,NA,NA,NA,NA
-60.5,-126.5,NA,NA,NA,NA
-59.5,-126.5,NA,NA,NA,NA
-58.5,-126.5,NA,NA,NA,NA
-57.5,-126.5,NA,NA,NA,NA
-56.5,-126.5,NA,NA,NA,NA
-55.5,-126.5,NA,NA,NA,NA
-54.5,-126.5,NA,NA,NA,NA
-53.5,-126.5,NA,NA,NA,NA
-52.5,-126.5,NA,NA,NA,NA
-51.5,-126.5,NA,NA,NA,NA
-50.5,-126.5,NA,NA,NA,NA
-49.5,-126.5,NA,NA,NA,NA
-48.5,-126.5,NA,NA,NA,NA
-47.5,-126.5,NA,NA,NA,NA
-46.5,-126.5,NA,NA,NA,NA
-45.5,-126.5,NA,NA,NA,NA
-44.5,-126.5,NA,NA,NA,NA
-43.5,-126.5,NA,NA,NA,NA
-42.5,-126.5,NA,NA,NA,NA
-41.5,-126.5,NA,NA,NA,NA
-40.5,-126.5,NA,NA,NA,NA
-39.5,-126.5,NA,NA,NA,NA
-38.5,-126.5,NA,NA,NA,NA
-37.5,-126.5,NA,NA,NA,NA
-36.5,-126.5,NA,NA,NA,NA
-35.5,-126.5,NA,NA,NA,NA
-34.5,-126.5,NA,NA,NA,NA
-33.5,-126.5,NA,NA,NA,NA
-32.5,-126.5,NA,NA,NA,NA
-31.5,-126.5,NA,NA,NA,NA
-30.5,-126.5,NA,NA,NA,NA
-29.5,-126.5,NA,NA,NA,NA
-28.5,-126.5,NA,NA,NA,NA
-27.5,-126.5,NA,NA,NA,NA
-26.5,-126.5,NA,NA,NA,NA
-25.5,-126.5,NA,NA,NA,NA
-24.5,-126.5,NA,NA,NA,NA
-23.5,-126.5,NA,NA,NA,NA
-22.5,-126.5,NA,NA,NA,NA
-21.5,-126.5,NA,NA,NA,NA
-20.5,-126.5,NA,NA,NA,NA
-19.5,-126.5,NA,NA,NA,NA
-18.5,-126.5,NA,NA,NA,NA
-17.5,-126.5,NA,NA,NA,NA
-16.5,-126.5,NA,NA,NA,NA
-15.5,-126.5,NA,NA,NA,NA
-14.5,-126.5,NA,NA,NA,NA
-13.5,-126.5,NA,NA,NA,NA
-12.5,-126.5,NA,NA,NA,NA
-11.5,-126.5,NA,NA,NA,NA
-10.5,-126.5,NA,NA,NA,NA
-9.5,-126.5,NA,NA,NA,NA
-8.5,-126.5,NA,NA,NA,NA
-7.5,-126.5,NA,NA,NA,NA
-6.5,-126.5,NA,NA,NA,NA
-5.5,-126.5,NA,NA,NA,NA
-4.5,-126.5,NA,NA,NA,NA
-3.5,-126.5,NA,NA,NA,NA
-2.5,-126.5,NA,NA,NA,NA
-1.5,-126.5,NA,NA,NA,NA
-0.5,-126.5,NA,NA,NA,NA
0.5,-126.5,NA,NA,NA,NA
1.5,-126.5,NA,NA,NA,NA
2.5,-126.5,NA,NA,NA,NA
3.5,-126.5,NA,NA,NA,NA
4.5,-126.5,NA,NA,NA,NA
5.5,-126.5,NA,NA,NA,NA
6.5,-126.5,NA,NA,NA,NA
7.5,-126.5,NA,NA,NA,NA
8.5,-126.5,NA,NA,NA,NA
9.5,-126.5,NA,NA,NA,NA
10.5,-126.5,NA,NA,NA,NA
11.5,-126.5,NA,NA,NA,NA
12.5,-126.5,NA,NA,NA,NA
13.5,-126.5,NA,NA,NA,NA
14.5,-126.5,NA,NA,NA,NA
15.5,-126.5,NA,NA,NA,NA
16.5,-126.5,NA,NA,NA,NA
17.5,-126.5,NA,NA,NA,NA
18.5,-126.5,NA,NA,NA,NA
19.5,-126.5,NA,NA,NA,NA
20.5,-126.5,NA,NA,NA,NA
21.5,-126.5,NA,NA,NA,NA
22.5,-126.5,NA,NA,NA,NA
23.5,-126.5,NA,NA,NA,NA
24.5,-126.5,NA,NA,NA,NA
25.5,-126.5,NA,NA,NA,NA
26.5,-126.5,NA,NA,NA,NA
27.5,-126.5,NA,NA,NA,NA
28.5,-126.5,NA,NA,NA,NA
29.5,-126.5,NA,NA,NA,NA
30.5,-126.5,NA,NA,NA,NA
31.5,-126.5,NA,NA,NA,NA
32.5,-126.5,NA,NA,NA,NA
33.5,-126.5,NA,NA,NA,NA
34.5,-126.5,NA,NA,NA,NA
35.5,-126.5,NA,NA,NA,NA
36.5,-126.5,NA,NA,NA,NA
37.5,-126.5,NA,NA,NA,NA
38.5,-126.5,NA,NA,NA,NA
39.5,-126.5,NA,NA,NA,NA
40.5,-126.5,NA,NA,NA,NA
41.5,-126.5,NA,NA,NA,NA
42.5,-126.5,NA,NA,NA,NA
43.5,-126.5,NA,NA,NA,NA
44.5,-126.5,NA,NA,NA,NA
45.5,-126.5,NA,NA,NA,NA
46.5,-126.5,NA,NA,NA,NA
47.5,-126.5,NA,NA,NA,NA
48.5,-126.5,NA,NA,NA,NA
49.5,-126.5,NA,NA,NA,NA
50.5,-126.5,NA,NA,NA,NA
51.5,-126.5,NA,NA,NA,NA
52.5,-126.5,NA,NA,NA,NA
53.5,-126.5,NA,NA,NA,NA
54.5,-126.5,NA,NA,NA,NA
55.5,-126.5,NA,NA,NA,NA
56.5,-126.5,NA,NA,NA,NA
57.5,-126.5,NA,NA,NA,NA
58.5,-126.5,NA,NA,NA,NA
59.5,-126.5,NA,NA,NA,NA
60.5,-126.5,NA,NA,NA,NA
61.5,-126.5,NA,NA,NA,NA
62.5,-126.5,NA,NA,NA,NA
63.5,-126.5,NA,NA,NA,NA
64.5,-126.5,NA,NA,NA,NA
65.5,-126.5,NA,NA,NA,NA
66.5,-126.5,NA,NA,NA,NA
67.5,-126.5,NA,NA,NA,NA
68.5,-126.5,NA,NA,NA,NA
69.5,-126.5,NA,NA,NA,NA
70.5,-126.5,NA,NA,NA,NA
71.5,-126.5,NA,NA,NA,NA
72.5,-126.5,NA,NA,NA,NA
73.5,-126.5,NA,NA,NA,NA
74.5,-126.5,NA,NA,NA,NA
75.5,-126.5,NA,NA,NA,NA
76.5,-126.5,NA,NA,NA,NA
77.5,-126.5,NA,NA,NA,NA
78.5,-126.5,NA,NA,NA,NA
79.5,-126.5,NA,NA,NA,NA
80.5,-126.5,NA,NA,NA,NA
81.5,-126.5,NA,NA,NA,NA
82.5,-126.5,NA,NA,NA,NA
83.5,-126.5,NA,NA,NA,NA
84.5,-126.5,NA,NA,NA,NA
85.5,-126.5,NA,NA,NA,NA
86.5,-126.5,NA,NA,NA,NA
87.5,-126.5,NA,NA,NA,NA
88.5,-126.5,NA,NA,NA,NA
89.5,-126.5,NA,NA,NA,NA
-89.5,-125.5,NA,NA,NA,NA
-88.5,-125.5,NA,NA,NA,NA
-87.5,-125.5,NA,NA,NA,NA
-86.5,-125.5,NA,NA,NA,NA
-85.5,-125.5,NA,NA,NA,NA
-84.5,-125.5,NA,NA,NA,NA
-83.5,-125.5,NA,NA,NA,NA
-82.5,-125.5,NA,NA,NA,NA
-81.5,-125.5,NA,NA,NA,NA
-80.5,-125.5,NA,NA,NA,NA
-79.5,-125.5,NA,NA,NA,NA
-78.5,-125.5,NA,NA,NA,NA
-77.5,-125.5,NA,NA,NA,NA
-76.5,-125.5,NA,NA,NA,NA
-75.5,-125.5,NA,NA,NA,NA
-74.5,-125.5,NA,NA,NA,NA
-73.5,-125.5,NA,NA,NA,NA
-72.5,-125.5,NA,NA,NA,NA
-71.5,-125.5,NA,NA,NA,NA
-70.5,-125.5,NA,NA,NA,NA
-69.5,-125.5,NA,NA,NA,NA
-68.5,-125.5,NA,NA,NA,NA
-67.5,-125.5,NA,NA,NA,NA
-66.5,-125.5,NA,NA,NA,NA
-65.5,-125.5,NA,NA,NA,NA
-64.5,-125.5,NA,NA,NA,NA
-63.5,-125.5,NA,NA,NA,NA
-62.5,-125.5,NA,NA,NA,NA
-61.5,-125.5,NA,NA,NA,NA
-60.5,-125.5,NA,NA,NA,NA
-59.5,-125.5,NA,NA,NA,NA
-58.5,-125.5,NA,NA,NA,NA
-57.5,-125.5,NA,NA,NA,NA
-56.5,-125.5,NA,NA,NA,NA
-55.5,-125.5,NA,NA,NA,NA
-54.5,-125.5,NA,NA,NA,NA
-53.5,-125.5,NA,NA,NA,NA
-52.5,-125.5,NA,NA,NA,NA
-51.5,-125.5,NA,NA,NA,NA
-50.5,-125.5,NA,NA,NA,NA
-49.5,-125.5,NA,NA,NA,NA
-48.5,-125.5,NA,NA,NA,NA
-47.5,-125.5,NA,NA,NA,NA
-46.5,-125.5,NA,NA,NA,NA
-45.5,-125.5,NA,NA,NA,NA
-44.5,-125.5,NA,NA,NA,NA
-43.5,-125.5,NA,NA,NA,NA
-42.5,-125.5,NA,NA,NA,NA
-41.5,-125.5,NA,NA,NA,NA
-40.5,-125.5,NA,NA,NA,NA
-39.5,-125.5,NA,NA,NA,NA
-38.5,-125.5,NA,NA,NA,NA
-37.5,-125.5,NA,NA,NA,NA
-36.5,-125.5,NA,NA,NA,NA
-35.5,-125.5,NA,NA,NA,NA
-34.5,-125.5,NA,NA,NA,NA
-33.5,-125.5,NA,NA,NA,NA
-32.5,-125.5,NA,NA,NA,NA
-31.5,-125.5,NA,NA,NA,NA
-30.5,-125.5,NA,NA,NA,NA
-29.5,-125.5,NA,NA,NA,NA
-28.5,-125.5,NA,NA,NA,NA
-27.5,-125.5,NA,NA,NA,NA
-26.5,-125.5,NA,NA,NA,NA
-25.5,-125.5,NA,NA,NA,NA
-24.5,-125.5,NA,NA,NA,NA
-23.5,-125.5,NA,NA,NA,NA
-22.5,-125.5,NA,NA,NA,NA
-21.5,-125.5,NA,NA,NA,NA
-20.5,-125.5,NA,NA,NA,NA
-19.5,-125.5,NA,NA,NA,NA
-18.5,-125.5,NA,NA,NA,NA
-17.5,-125.5,NA,NA,NA,NA
-16.5,-125.5,NA,NA,NA,NA
-15.5,-125.5,NA,NA,NA,NA
-14.5,-125.5,NA,NA,NA,NA
-13.5,-125.5,NA,NA,NA,NA
-12.5,-125.5,NA,NA,NA,NA
-11.5,-125.5,NA,NA,NA,NA
-10.5,-125.5,NA,NA,NA,NA
-9.5,-125.5,NA,NA,NA,NA
-8.5,-125.5,NA,NA,NA,NA
-7.5,-125.5,NA,NA,NA,NA
